"","p_val","avg_diff","pct.1","pct.2","p_val_adj","cluster","gene"
"SDF2L1",2.17919488121709e-09,0.222942696696952,0.75,0.607,4.35838976243418e-06,"0","SDF2L1"
"CKS1B",2.19025697878604e-09,-0.240068846572106,0.433,0.533,4.38051395757208e-06,"0","CKS1B"
"PFDN2",2.40345530271718e-09,0.22919326666244,0.721,0.581,4.80691060543435e-06,"0","PFDN2"
"HSP90B1",2.68265236578201e-09,0.227733530602211,0.692,0.529,5.36530473156401e-06,"0","HSP90B1"
"RANBP1",2.80920436400401e-09,0.213566961300466,0.727,0.583,5.61840872800802e-06,"0","RANBP1"
"BST1",3.81439688537538e-09,0.217344503016595,0.765,0.662,7.62879377075075e-06,"0","BST1"
"SNRPD1",4.62909702825082e-09,0.177171339044537,0.692,0.571,9.25819405650163e-06,"0","SNRPD1"
"ITGB8",4.74787104509679e-09,-0.220475807366177,0.246,0.341,9.49574209019358e-06,"0","ITGB8"
"TMTC1",4.77148091293454e-09,0.179217050995073,0.736,0.617,9.54296182586907e-06,"0","TMTC1"
"FDPS",4.77896036697115e-09,-0.165169763050252,0.486,0.564,9.5579207339423e-06,"0","FDPS"
"VIT",4.96581224892796e-09,0.250416082702015,0.253,0.169,9.93162449785592e-06,"0","VIT"
"COL14A1",5.04147542034436e-09,-0.156765077132899,0.623,0.683,1.00829508406887e-05,"0","COL14A1"
"DPM1",5.46103186579884e-09,0.232498415097765,0.776,0.644,1.09220637315977e-05,"0","DPM1"
"UBE2M",5.57292713710695e-09,0.218130150494087,0.728,0.596,1.11458542742139e-05,"0","UBE2M"
"GNG12",6.39618666144029e-09,0.24592805538163,0.689,0.563,1.27923733228806e-05,"0","GNG12"
"PSMA3",6.49297111676461e-09,0.255103164614603,0.704,0.571,1.29859422335292e-05,"0","PSMA3"
"PHKG1",7.18732614123083e-09,-0.0858568485829907,0.244,0.277,1.43746522824617e-05,"0","PHKG1"
"GAS6",7.79150319760245e-09,0.217335557525866,0.619,0.506,1.55830063952049e-05,"0","GAS6"
"VGLL3",7.80958648321443e-09,0.203346852045961,0.76,0.631,1.56191729664289e-05,"0","VGLL3"
"NHP2",1.0061143848117e-08,0.179947773124074,0.697,0.561,2.01222876962341e-05,"0","NHP2"
"NTN4",1.12891537372619e-08,0.215952081781001,0.564,0.486,2.25783074745238e-05,"0","NTN4"
"CRYAB",1.14923694376287e-08,-0.226992470141585,0.514,0.597,2.29847388752574e-05,"0","CRYAB"
"MYL12B",1.20375088356052e-08,0.155748167055945,0.608,0.468,2.40750176712104e-05,"0","MYL12B"
"TMEM14B",1.52549601770884e-08,0.194491047899099,0.674,0.556,3.05099203541767e-05,"0","TMEM14B"
"QPRT",1.57643021134761e-08,-0.234205128856336,0.59,0.687,3.15286042269521e-05,"0","QPRT"
"RAB11FIP1",1.97622561671065e-08,0.227553492023297,0.511,0.418,3.9524512334213e-05,"0","RAB11FIP1"
"C12orf75",2.29879285797563e-08,-0.171826464370166,0.452,0.56,4.59758571595126e-05,"0","C12orf75"
"KRT8",2.51540018911241e-08,0.209644603485434,0.653,0.57,5.03080037822483e-05,"0","KRT8"
"GPC1",2.55517870049966e-08,0.17104375679866,0.726,0.628,5.11035740099933e-05,"0","GPC1"
"LOXL2",2.58782685522632e-08,0.171337683748746,0.734,0.602,5.17565371045264e-05,"0","LOXL2"
"PRPS1",2.88682555817365e-08,0.232604826509365,0.537,0.444,5.7736511163473e-05,"0","PRPS1"
"NFYB",3.33010400905179e-08,0.1942875737489,0.693,0.602,6.66020801810358e-05,"0","NFYB"
"C1orf198",3.56483054727034e-08,0.193289775103008,0.751,0.622,7.12966109454068e-05,"0","C1orf198"
"ITGA8",3.61259614169473e-08,-0.264587293528073,0.355,0.48,7.22519228338946e-05,"0","ITGA8"
"PITX1",3.99803295907362e-08,0.173219573172953,0.651,0.54,7.99606591814724e-05,"0","PITX1"
"INHBB",4.45147351596896e-08,0.0117399822084037,0.353,0.304,8.90294703193791e-05,"0","INHBB"
"PSMA7",4.56848721198588e-08,0.229211511235447,0.612,0.499,9.13697442397176e-05,"0","PSMA7"
"FST",4.93528991511366e-08,0.20603728354905,0.693,0.566,9.87057983022732e-05,"0","FST"
"AKR1B1",4.99101066077184e-08,0.165474136147422,0.668,0.545,9.98202132154368e-05,"0","AKR1B1"
"C10orf10",4.99466572656947e-08,-0.177894997760649,0.393,0.461,9.98933145313893e-05,"0","C10orf10"
"USP44",5.01175703318422e-08,0.237430351717557,0.481,0.397,0.000100235140663684,"0","USP44"
"DDX21",5.58962127373545e-08,0.164338673190851,0.767,0.634,0.000111792425474709,"0","DDX21"
"PDIA3",5.6196022896297e-08,0.224720388519301,0.675,0.55,0.000112392045792594,"0","PDIA3"
"NF2",5.89940113701096e-08,0.200415128732692,0.698,0.566,0.000117988022740219,"0","NF2"
"FN1",6.35841104584775e-08,-0.0885920966539317,0.463,0.572,0.000127168220916955,"0","FN1"
"RGCC",6.85690723504083e-08,0.27414868373636,0.379,0.29,0.000137138144700817,"0","RGCC"
"FLNB",7.98530098563277e-08,0.171373023786225,0.725,0.634,0.000159706019712655,"0","FLNB"
"HNRNPM",7.99490794953809e-08,0.18394291017565,0.734,0.637,0.000159898158990762,"0","HNRNPM"
"SNHG9",8.18154692425281e-08,-0.206329735027704,0.332,0.452,0.000163630938485056,"0","SNHG9"
"TRPA1",8.38447242037851e-08,-0.212599368821411,0.575,0.671,0.00016768944840757,"0","TRPA1"
"NOP16",8.40260978262446e-08,0.214440063281836,0.529,0.44,0.000168052195652489,"0","NOP16"
"CENPV",8.4531909047968e-08,0.207309393753124,0.641,0.545,0.000169063818095936,"0","CENPV"
"LRRC17",8.71891089045245e-08,0.205781262055779,0.543,0.476,0.000174378217809049,"0","LRRC17"
"TMEM47",9.36178978230626e-08,0.157074378067658,0.734,0.625,0.000187235795646125,"0","TMEM47"
"EIF5A",9.95729973121454e-08,0.221068030446808,0.715,0.588,0.000199145994624291,"0","EIF5A"
"PTX3",1.05164599520533e-07,0.168648301210169,0.312,0.26,0.000210329199041066,"0","PTX3"
"CD47",1.07572398457763e-07,0.244373768603178,0.717,0.606,0.000215144796915526,"0","CD47"
"SLC2A1",1.09198480175256e-07,0.210943262557314,0.472,0.413,0.000218396960350513,"0","SLC2A1"
"ICAM1",1.2388247784676e-07,0.178465683661402,0.375,0.321,0.00024776495569352,"0","ICAM1"
"EDNRB",1.26313984434279e-07,-0.185278653777004,0.481,0.554,0.000252627968868557,"0","EDNRB"
"HLA-A",1.26883936197784e-07,0.190098561516102,0.627,0.477,0.000253767872395568,"0","HLA-A"
"LUM",1.4542760877877e-07,0.211869301580856,0.632,0.514,0.000290855217557539,"0","LUM"
"HSP90AB1",1.53311121331846e-07,-0.180264563664403,0.446,0.526,0.000306622242663691,"0","HSP90AB1"
"PRELID1",1.8265906854904e-07,0.139674761038263,0.634,0.52,0.00036531813709808,"0","PRELID1"
"BDKRB1",2.00607804253008e-07,0.202614574776725,0.692,0.586,0.000401215608506016,"0","BDKRB1"
"PTGES",2.04387151613016e-07,0.185818262769167,0.712,0.616,0.000408774303226032,"0","PTGES"
"EIF6",2.21488722278041e-07,0.190955179268756,0.694,0.566,0.000442977444556082,"0","EIF6"
"GLS",2.72360192591322e-07,0.166782466423198,0.749,0.636,0.000544720385182643,"0","GLS"
"VAMP5",2.72926932622915e-07,0.173172175435907,0.614,0.521,0.00054585386524583,"0","VAMP5"
"PRKCDBP",2.73053029440199e-07,0.21812758108977,0.616,0.538,0.000546106058880398,"0","PRKCDBP"
"LRRC2",2.79752716504391e-07,0.204279047968315,0.547,0.47,0.000559505433008782,"0","LRRC2"
"TBC1D2",3.04019616188879e-07,0.199525083041055,0.583,0.513,0.000608039232377758,"0","TBC1D2"
"LINC00116",3.17449725955651e-07,0.231975704972312,0.74,0.618,0.000634899451911302,"0","LINC00116"
"POC1B",3.73015245500326e-07,0.224209207699383,0.53,0.449,0.000746030491000651,"0","POC1B"
"IL7R",3.78335509409811e-07,0.208618870355435,0.274,0.203,0.000756671018819623,"0","IL7R"
"CHAC1",3.96905316079271e-07,0.195293713373124,0.635,0.544,0.000793810632158542,"0","CHAC1"
"FILIP1L",4.02737448524761e-07,0.217974370364572,0.693,0.591,0.000805474897049521,"0","FILIP1L"
"IGFBP6",4.0347225329173e-07,0.190807552787258,0.599,0.515,0.00080694450658346,"0","IGFBP6"
"AMOTL2",4.17396760395133e-07,0.173700277625056,0.72,0.615,0.000834793520790265,"0","AMOTL2"
"FAM46A",4.33455986627086e-07,-0.204422183357932,0.316,0.41,0.000866911973254171,"0","FAM46A"
"TGM2",4.58459528911496e-07,-0.153821310726736,0.515,0.591,0.000916919057822992,"0","TGM2"
"FBLN1",4.65900513454474e-07,-0.0920869477955351,0.477,0.567,0.000931801026908947,"0","FBLN1"
"SFRP1",4.71103635588686e-07,-0.171968772246241,0.595,0.616,0.000942207271177372,"0","SFRP1"
"L1CAM",5.09357171496014e-07,0.205966827359839,0.472,0.403,0.00101871434299203,"0","L1CAM"
"HCFC1R1",5.41733434963356e-07,-0.0775391675939223,0.563,0.656,0.00108346686992671,"0","HCFC1R1"
"BTG2",5.53707902689676e-07,-0.181903281887652,0.388,0.482,0.00110741580537935,"0","BTG2"
"HNRNPA1",5.66829898252561e-07,0.200080090432622,0.602,0.501,0.00113365979650512,"0","HNRNPA1"
"FIBIN",5.78687300852154e-07,0.23912836437902,0.354,0.264,0.00115737460170431,"0","FIBIN"
"MYADM",5.88530242054311e-07,0.16824198755425,0.714,0.6,0.00117706048410862,"0","MYADM"
"TSHZ2",6.93001934065648e-07,-0.134709879222107,0.242,0.292,0.0013860038681313,"0","TSHZ2"
"LYPD1",6.9579510704423e-07,0.249898598308494,0.362,0.277,0.00139159021408846,"0","LYPD1"
"CYCS",7.06445314057872e-07,0.136720506902816,0.667,0.567,0.00141289062811574,"0","CYCS"
"YWHAH",7.94126368088846e-07,0.174643699278998,0.673,0.586,0.00158825273617769,"0","YWHAH"
"HIST3H2A",8.15954517674816e-07,-0.187095936266099,0.325,0.42,0.00163190903534963,"0","HIST3H2A"
"MPHOSPH6",8.34091150251743e-07,0.189711745814842,0.615,0.539,0.00166818230050349,"0","MPHOSPH6"
"MT-ATP6",1.0177810897877e-06,-0.13288218711113,0.466,0.55,0.0020355621795754,"0","MT-ATP6"
"WNT5A",1.08413875611889e-06,0.161747292866092,0.725,0.646,0.00216827751223779,"0","WNT5A"
"CYP1B1",1.14556909053356e-06,0.195691718594488,0.492,0.42,0.00229113818106712,"0","CYP1B1"
"CDKN1C",1.32668084624405e-06,-0.171767869642316,0.336,0.423,0.0026533616924881,"0","CDKN1C"
"S100A4",1.45753341371333e-06,-0.17131548253392,0.542,0.609,0.00291506682742666,"0","S100A4"
"LACTB2",1.46229282270643e-06,0.180350362754373,0.75,0.644,0.00292458564541286,"0","LACTB2"
"COL5A2",1.48502419151688e-06,0.186392168527961,0.654,0.547,0.00297004838303375,"0","COL5A2"
"LSS",1.50482495759471e-06,-0.196697363734669,0.653,0.683,0.00300964991518942,"0","LSS"
"CH17-360D5.2",1.5153135042519e-06,0.233389029471854,0.388,0.31,0.00303062700850379,"0","CH17-360D5.2"
"OSGIN1",1.58797182211138e-06,0.18548398978811,0.463,0.403,0.00317594364422277,"0","OSGIN1"
"TRIB3",1.76161775382893e-06,0.201362280609238,0.6,0.514,0.00352323550765787,"0","TRIB3"
"PSMB9",1.79111950845248e-06,0.217306244994792,0.719,0.655,0.00358223901690497,"0","PSMB9"
"HLA-B",1.98686843864561e-06,0.188843450317755,0.603,0.486,0.00397373687729121,"0","HLA-B"
"FAM213A",2.04089599391603e-06,-0.118997935200831,0.612,0.647,0.00408179198783205,"0","FAM213A"
"MIR4458HG",2.12345407757669e-06,-0.167139707411265,0.519,0.579,0.00424690815515338,"0","MIR4458HG"
"CDKN3",2.22010628158208e-06,-0.200638584818787,0.281,0.364,0.00444021256316417,"0","CDKN3"
"TNS1",2.24684135941988e-06,-0.242760138476009,0.3,0.429,0.00449368271883976,"0","TNS1"
"PPDPF",2.29927747938507e-06,0.165311340128709,0.603,0.511,0.00459855495877014,"0","PPDPF"
"PAG1",2.35992423041179e-06,-0.225158320080382,0.357,0.479,0.00471984846082359,"0","PAG1"
"DDA1",2.3679909144541e-06,0.188757745612847,0.701,0.605,0.0047359818289082,"0","DDA1"
"SLC7A5",2.40308275222444e-06,0.192024347244283,0.499,0.435,0.00480616550444887,"0","SLC7A5"
"ASB5",2.5258455818258e-06,0.179126609195925,0.519,0.46,0.00505169116365159,"0","ASB5"
"FUOM",2.54309447774407e-06,0.182206004803579,0.7,0.606,0.00508618895548815,"0","FUOM"
"SAMD11",2.59497077602799e-06,-0.0915144544307553,0.307,0.349,0.00518994155205598,"0","SAMD11"
"HSD17B2",2.62212356159247e-06,0.156316951938324,0.424,0.364,0.00524424712318493,"0","HSD17B2"
"GUK1",2.65630718467536e-06,-0.11269725423378,0.499,0.565,0.00531261436935072,"0","GUK1"
"SSPN",2.81221998811014e-06,-0.178187449357694,0.458,0.544,0.00562443997622028,"0","SSPN"
"LGALS3",2.81877893782274e-06,0.186938685376226,0.625,0.517,0.00563755787564547,"0","LGALS3"
"FASN",2.86813757602248e-06,-0.19828732451193,0.608,0.648,0.00573627515204497,"0","FASN"
"ARSJ",2.91955946947505e-06,0.182545232057864,0.718,0.617,0.0058391189389501,"0","ARSJ"
"CYGB",2.99455618351831e-06,-0.163334150622689,0.595,0.664,0.00598911236703663,"0","CYGB"
"AARD",3.08243706097115e-06,0.218851189260579,0.29,0.215,0.00616487412194229,"0","AARD"
"TOX3",3.27669499325907e-06,-0.025437208424977,0.113,0.254,0.00655338998651814,"0","TOX3"
"GBP2",3.70334215345928e-06,-0.107669496194084,0.609,0.668,0.00740668430691856,"0","GBP2"
"FOSL1",3.76904121109352e-06,0.220790364567721,0.42,0.34,0.00753808242218703,"0","FOSL1"
"CD320",3.80230829580282e-06,0.18584827909244,0.698,0.593,0.00760461659160565,"0","CD320"
"AF131217.1",3.81186475763981e-06,-0.236922401238474,0.275,0.388,0.00762372951527961,"0","AF131217.1"
"CDKN1A",4.22676096203431e-06,-0.0992236281017242,0.518,0.602,0.00845352192406862,"0","CDKN1A"
"ATP5G1",4.55438027329658e-06,0.165310151629875,0.688,0.566,0.00910876054659317,"0","ATP5G1"
"GBP3",4.99432607623801e-06,0.163925159412574,0.715,0.606,0.00998865215247602,"0","GBP3"
"DCBLD2",5.20612686332742e-06,-0.183893640681915,0.606,0.64,0.0104122537266548,"0","DCBLD2"
"SSB",5.6360671127462e-06,0.191677762923917,0.666,0.559,0.0112721342254924,"0","SSB"
"DUSP5",5.76146656842255e-06,0.199154923588896,0.437,0.366,0.0115229331368451,"0","DUSP5"
"CCND2",6.08738018489763e-06,-0.175572783183333,0.548,0.616,0.0121747603697952,"0","CCND2"
"RTKN2",6.866774523137e-06,0.174783043862384,0.307,0.247,0.013733549046274,"0","RTKN2"
"SKP2",7.58088892794369e-06,0.198605582825299,0.437,0.377,0.0151617778558874,"0","SKP2"
"MT1E",7.73010805327386e-06,0.154194292721201,0.638,0.533,0.0154602161065477,"0","MT1E"
"VEGFB",7.89653093687058e-06,-0.146915134526307,0.642,0.648,0.0157930618737412,"0","VEGFB"
"EMG1",8.21972149800972e-06,0.181405678984163,0.623,0.542,0.0164394429960194,"0","EMG1"
"GDF15",8.68437278403898e-06,0.179068503602734,0.686,0.599,0.017368745568078,"0","GDF15"
"FAM171B",8.87037176046711e-06,-0.17425590908108,0.401,0.486,0.0177407435209342,"0","FAM171B"
"SESN3",8.87395127590528e-06,-0.177514247217196,0.445,0.528,0.0177479025518106,"0","SESN3"
"PCNA",9.23337851709645e-06,-0.168937359093335,0.434,0.507,0.0184667570341929,"0","PCNA"
"TAGLN",9.39460985493585e-06,0.149410504313893,0.558,0.463,0.0187892197098717,"0","TAGLN"
"SLC12A8",9.41921483445033e-06,0.181030553997789,0.458,0.397,0.0188384296689007,"0","SLC12A8"
"CTHRC1",9.46860961052334e-06,0.140282526744465,0.681,0.623,0.0189372192210467,"0","CTHRC1"
"FDFT1",9.64344731882447e-06,-0.0981137674522832,0.615,0.647,0.0192868946376489,"0","FDFT1"
"PLAT",1.04282975723379e-05,-0.147411455159687,0.581,0.652,0.0208565951446758,"0","PLAT"
"CDCA3",1.11463733012759e-05,-0.252085177607003,0.249,0.315,0.0222927466025518,"0","CDCA3"
"ARHGAP20",1.11731113764906e-05,0.169645107568576,0.54,0.482,0.0223462227529811,"0","ARHGAP20"
"ITPRIPL2",1.12110951553179e-05,-0.189921714706149,0.584,0.64,0.0224221903106358,"0","ITPRIPL2"
"RPS27L",1.15700675042713e-05,0.126151135249207,0.589,0.49,0.0231401350085427,"0","RPS27L"
"KRT10",1.18925527215494e-05,0.178083040864495,0.619,0.543,0.0237851054430989,"0","KRT10"
"NGFRAP1",1.20689950272429e-05,0.103738298445066,0.59,0.522,0.0241379900544858,"0","NGFRAP1"
"GLDN",1.21219307992067e-05,0.174143536598244,0.692,0.597,0.0242438615984135,"0","GLDN"
"RP3-510D11.2",1.21388204167082e-05,-0.205514499532125,0.211,0.31,0.0242776408334163,"0","RP3-510D11.2"
"ABHD2",1.22017501174459e-05,-0.1734589003488,0.409,0.5,0.0244035002348918,"0","ABHD2"
"CLEC2B",1.31291252010855e-05,-0.130349876131951,0.603,0.652,0.0262582504021709,"0","CLEC2B"
"ITGAE",1.35705905621167e-05,0.200887333770146,0.655,0.564,0.0271411811242333,"0","ITGAE"
"KIF26B",1.36378845372247e-05,-0.174336199486515,0.315,0.387,0.0272757690744494,"0","KIF26B"
"ELL2",1.3702786130156e-05,0.168939011193971,0.74,0.625,0.027405572260312,"0","ELL2"
"CDC20",1.3767982268293e-05,-0.213234610929485,0.234,0.295,0.027535964536586,"0","CDC20"
"CTNNB1",1.45651554601662e-05,-0.193583517665454,0.655,0.702,0.0291303109203324,"0","CTNNB1"
"RP11-490M8.1",1.53698982257254e-05,0.163730494615747,0.675,0.577,0.0307397964514507,"0","RP11-490M8.1"
"NDN",1.74327384448263e-05,0.170539581867907,0.75,0.65,0.0348654768896526,"0","NDN"
"TGFB2",1.82624808484454e-05,0.154074331475085,0.385,0.341,0.0365249616968908,"0","TGFB2"
"PSMD7",1.83732861703123e-05,0.173755799078201,0.72,0.61,0.0367465723406247,"0","PSMD7"
"IFIT1",1.91483963012529e-05,-0.0821802516069773,0.268,0.302,0.0382967926025058,"0","IFIT1"
"TRAPPC4",1.92568163591243e-05,0.165886066162552,0.756,0.643,0.0385136327182487,"0","TRAPPC4"
"VTN",1.98000441124627e-05,0.0690794455555956,0.36,0.339,0.0396000882249254,"0","VTN"
"INSIG1",1.99003678680942e-05,-0.0895317470110868,0.594,0.644,0.0398007357361884,"0","INSIG1"
"COX20",2.06003136536665e-05,0.174147825270046,0.677,0.584,0.041200627307333,"0","COX20"
"MMD",2.07527466505059e-05,0.161511148954206,0.693,0.598,0.0415054933010119,"0","MMD"
"PDCD1LG2",2.23848541057816e-05,0.152884597487623,0.261,0.218,0.0447697082115631,"0","PDCD1LG2"
"LMOD1",2.27335164705205e-05,0.148494314795119,0.746,0.642,0.0454670329410409,"0","LMOD1"
"PHF19",2.34826038432199e-05,-0.162745423149583,0.455,0.528,0.0469652076864399,"0","PHF19"
"BAMBI",2.48838187646284e-05,0.160474920181111,0.606,0.539,0.0497676375292567,"0","BAMBI"
"TMEM176A",2.59628744441293e-05,-0.127075238151456,0.577,0.63,0.0519257488882586,"0","TMEM176A"
"ASNS",2.60526943437709e-05,0.156763727373149,0.68,0.601,0.0521053886875417,"0","ASNS"
"TFAP2A",2.66080480999471e-05,0.166702191240642,0.626,0.538,0.0532160961998942,"0","TFAP2A"
"CENPF",2.70189931932779e-05,-0.250793575881184,0.215,0.295,0.0540379863865558,"0","CENPF"
"TNFAIP6",2.79444175660785e-05,0.0479608518417109,0.32,0.306,0.0558888351321569,"0","TNFAIP6"
"TMEM255B",2.85053418533871e-05,0.171472013741528,0.409,0.345,0.0570106837067741,"0","TMEM255B"
"HNRNPAB",3.0080670035803e-05,0.148770772439865,0.691,0.624,0.060161340071606,"0","HNRNPAB"
"TIMP1",3.17747131256909e-05,0.116056252854892,0.528,0.457,0.0635494262513818,"0","TIMP1"
"CLDN6",3.21693930577524e-05,-0.00802114467224218,0.203,0.27,0.0643387861155048,"0","CLDN6"
"CD9",3.33752453855862e-05,-0.107516759732738,0.56,0.61,0.0667504907711725,"0","CD9"
"CHN1",3.72276308017259e-05,0.172032336798787,0.368,0.309,0.0744552616034518,"0","CHN1"
"TRIM47",3.9043518383337e-05,0.152020310822424,0.405,0.349,0.078087036766674,"0","TRIM47"
"MEG3",4.00240026723282e-05,-0.0350972665574854,0.555,0.612,0.0800480053446564,"0","MEG3"
"TRPV2",4.04014643763686e-05,0.153998115888956,0.695,0.618,0.0808029287527372,"0","TRPV2"
"PMAIP1",4.05153600140447e-05,0.172907116564051,0.574,0.506,0.0810307200280894,"0","PMAIP1"
"S100A16",4.06676948913092e-05,0.147602261355375,0.684,0.599,0.0813353897826184,"0","S100A16"
"RRS1",4.35532670648962e-05,0.161417924338519,0.406,0.348,0.0871065341297923,"0","RRS1"
"PEA15",4.39540158183593e-05,0.179689084094414,0.692,0.609,0.0879080316367186,"0","PEA15"
"AXL",5.13637682960762e-05,0.135405012569181,0.656,0.575,0.102727536592152,"0","AXL"
"HHEX",5.23922132729932e-05,0.187305399028816,0.437,0.378,0.104784426545986,"0","HHEX"
"BRI3",5.28109852481184e-05,-0.0542674519012054,0.51,0.577,0.105621970496237,"0","BRI3"
"APOC1",5.393662283849e-05,-0.15522782200722,0.222,0.293,0.10787324567698,"0","APOC1"
"MT-CO2",5.83581551823348e-05,-0.109633764822753,0.456,0.538,0.11671631036467,"0","MT-CO2"
"PLOD2",5.95625523550508e-05,0.131675848374587,0.583,0.539,0.119125104710102,"0","PLOD2"
"MACF1",6.06231382602526e-05,0.135463821941915,0.692,0.606,0.121246276520505,"0","MACF1"
"GABARAPL1",6.370272881916e-05,0.134291589174146,0.693,0.602,0.12740545763832,"0","GABARAPL1"
"TUBB",6.41008645365387e-05,0.145870633702041,0.567,0.487,0.128201729073077,"0","TUBB"
"PSMB3",6.77173566276094e-05,0.1983995548406,0.686,0.561,0.135434713255219,"0","PSMB3"
"PGM5P4-AS1",6.93184315844849e-05,-0.102682149221592,0.4,0.451,0.13863686316897,"0","PGM5P4-AS1"
"SMC4",6.99790437408687e-05,-0.181085004068859,0.361,0.453,0.139958087481737,"0","SMC4"
"IRF1",7.05555304567748e-05,0.126333190306733,0.727,0.661,0.14111106091355,"0","IRF1"
"NASP",7.21805467790407e-05,-0.151458004636015,0.569,0.629,0.144361093558081,"0","NASP"
"NOLC1",7.42987530066459e-05,0.141137823658545,0.466,0.398,0.148597506013292,"0","NOLC1"
"ECH1",7.57434049907973e-05,0.176310046614508,0.734,0.65,0.151486809981595,"0","ECH1"
"FAM64A",8.14966626758281e-05,-0.222816556253353,0.328,0.384,0.162993325351656,"0","FAM64A"
"FAP",8.22070384215078e-05,-0.15714614844142,0.686,0.707,0.164414076843016,"0","FAP"
"JUNB",8.89971785007202e-05,-0.0887590089466378,0.601,0.659,0.17799435700144,"0","JUNB"
"WSB2",9.47222704590872e-05,0.132464055706485,0.714,0.602,0.189444540918174,"0","WSB2"
"HACD3",9.67298038659602e-05,-0.156903726128374,0.619,0.664,0.19345960773192,"0","HACD3"
"COX7A1",9.92025229242765e-05,0.165181841166379,0.711,0.618,0.198405045848553,"0","COX7A1"
"ADORA2B",0.000101789366366682,0.190969550692296,0.393,0.341,0.203578732733364,"0","ADORA2B"
"FAT1",0.000103678595460263,0.150648742919503,0.61,0.542,0.207357190920526,"0","FAT1"
"HMGB1",0.00010656509806101,-0.0977881819437003,0.497,0.534,0.21313019612202,"0","HMGB1"
"PRMT1",0.000106964537365745,0.150784488445308,0.707,0.62,0.21392907473149,"0","PRMT1"
"L3HYPDH",0.000107002652796929,0.144707193853552,0.478,0.435,0.214005305593859,"0","L3HYPDH"
"PBK",0.000107575924374242,-0.2130905529039,0.276,0.318,0.215151848748485,"0","PBK"
"GBP1",0.000107998164018303,0.142582655204416,0.741,0.651,0.215996328036606,"0","GBP1"
"ITGA2",0.000117338701337781,-0.165171468749891,0.413,0.506,0.234677402675561,"0","ITGA2"
"BOP1",0.00012410761887578,0.151656557333282,0.392,0.334,0.248215237751561,"0","BOP1"
"C1orf56",0.000126809470525408,-0.156064122379564,0.305,0.383,0.253618941050817,"0","C1orf56"
"MVD",0.00012913360663784,-0.107823165627799,0.672,0.676,0.25826721327568,"0","MVD"
"PRUNE2",0.000132776946872359,-0.182024395202994,0.45,0.53,0.265553893744718,"0","PRUNE2"
"CEP55",0.000132917192405977,-0.244450538678947,0.272,0.33,0.265834384811953,"0","CEP55"
"F2R",0.000139032706037711,0.126315187811432,0.707,0.628,0.278065412075421,"0","F2R"
"SPOCD1",0.00014216401753923,0.130586262652442,0.679,0.605,0.284328035078459,"0","SPOCD1"
